O vetor 1 demorou 13232 ms.
O vetor 2 demorou 13174 ms.
O vetor 3 demorou 13118 ms.
O vetor 4 demorou 13154 ms.
O vetor 5 demorou 13241 ms.
O vetor 6 demorou 13210 ms.
O vetor 7 demorou 13167 ms.
O vetor 8 demorou 13221 ms.
O vetor 9 demorou 13149 ms.
O vetor 10 demorou 13288 ms.
O vetor 11 demorou 13112 ms.
O vetor 12 demorou 13164 ms.
O vetor 13 demorou 13180 ms.
O vetor 14 demorou 13178 ms.
O vetor 15 demorou 13323 ms.
O vetor 16 demorou 13144 ms.
O vetor 17 demorou 13315 ms.
O vetor 18 demorou 13162 ms.
O vetor 19 demorou 13315 ms.
O vetor 20 demorou 13159 ms.
O vetor 21 demorou 13146 ms.
O vetor 22 demorou 13144 ms.
O vetor 23 demorou 13175 ms.
O vetor 24 demorou 13289 ms.
O vetor 25 demorou 13120 ms.
O vetor 26 demorou 13208 ms.
O vetor 27 demorou 13176 ms.
O vetor 28 demorou 13344 ms.
O vetor 29 demorou 13369 ms.
O vetor 30 demorou 13186 ms.
O vetor 31 demorou 13157 ms.
O vetor 32 demorou 13150 ms.
O vetor 33 demorou 13346 ms.
O vetor 34 demorou 13152 ms.
O vetor 35 demorou 13141 ms.
O vetor 36 demorou 13157 ms.
O vetor 37 demorou 13309 ms.
O vetor 38 demorou 13204 ms.
O vetor 39 demorou 13195 ms.
O vetor 40 demorou 13148 ms.
O vetor 41 demorou 13166 ms.
O vetor 42 demorou 13229 ms.
O vetor 43 demorou 13115 ms.
O vetor 44 demorou 13183 ms.
O vetor 45 demorou 13090 ms.
O vetor 46 demorou 13290 ms.
O vetor 47 demorou 13130 ms.
O vetor 48 demorou 13120 ms.
O vetor 49 demorou 13162 ms.
O vetor 50 demorou 13162 ms.
O vetor 51 demorou 13279 ms.
O vetor 52 demorou 13098 ms.
O vetor 53 demorou 13198 ms.
O vetor 54 demorou 13120 ms.
O vetor 55 demorou 13277 ms.
O vetor 56 demorou 13210 ms.
O vetor 57 demorou 13171 ms.
O vetor 58 demorou 13125 ms.
O vetor 59 demorou 13140 ms.
O vetor 60 demorou 13311 ms.
O vetor 61 demorou 13118 ms.
O vetor 62 demorou 13153 ms.
O vetor 63 demorou 13173 ms.
O vetor 64 demorou 13154 ms.
O vetor 65 demorou 13305 ms.
O vetor 66 demorou 13158 ms.
O vetor 67 demorou 13127 ms.
O vetor 68 demorou 13116 ms.
O vetor 69 demorou 13280 ms.
O vetor 70 demorou 13170 ms.
O vetor 71 demorou 13167 ms.
O vetor 72 demorou 13050 ms.
O vetor 73 demorou 13139 ms.
O vetor 74 demorou 13398 ms.
O vetor 75 demorou 13094 ms.
O vetor 76 demorou 13151 ms.
O vetor 77 demorou 13108 ms.
O vetor 78 demorou 13256 ms.
O vetor 79 demorou 13152 ms.
O vetor 80 demorou 13179 ms.
O vetor 81 demorou 13126 ms.
O vetor 82 demorou 13094 ms.
O vetor 83 demorou 13257 ms.
O vetor 84 demorou 13123 ms.
O vetor 85 demorou 13161 ms.
O vetor 86 demorou 13121 ms.
O vetor 87 demorou 13300 ms.
O vetor 88 demorou 13173 ms.
O vetor 89 demorou 13117 ms.
O vetor 90 demorou 13161 ms.
O vetor 91 demorou 13188 ms.
O vetor 92 demorou 13267 ms.
O vetor 93 demorou 13112 ms.
O vetor 94 demorou 13151 ms.
O vetor 95 demorou 13106 ms.
O vetor 96 demorou 13263 ms.
O vetor 97 demorou 13191 ms.
O vetor 98 demorou 13262 ms.
O vetor 99 demorou 13164 ms.
O vetor 100 demorou 13186 ms.
